dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
190,Aipom,1.3333,0.6667,1.6667,2,0,2,3,3,0.79,0.8,3,11.5,1.1,AIPOM,1188,Low Sweep,LOW_SWEEP,Swift,SWIFT,Aerial Ace,AERIAL_ACE,Scratch Fast,SCRATCH_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_AIPOM,Aipom,136,112,110,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.09,0.2,3.42,0.25,1,0.2,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.45,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Sunkern,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.3,3,1.8,1.68,SUNKERN,316,Energy Ball,ENERGY_BALL,Grass Knot,GRASS_KNOT,Seed Bomb,SEED_BOMB,Razor Leaf Fast,RAZOR_LEAF_FAST,Cut Fast,CUT_FAST,FAMILY_SUNKERN,Sunkern,55,55,60,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.09,0.5,2.4,0.15,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.15,0.555,0.5,Sunflora,SUNFLORA,,,,50,BUDDY_SHOULDER,Shoulder,,,,,,,,,,,,,,,,,,,ITEM_SUN_STONE,Sun Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Sunflora,1.3333,0.6667,1.6667,2,0,2,3,3,0.79,0.76,3,8.5,1.13,SUNFLORA,2048,Solar Beam,SOLAR_BEAM,Petal Blizzard,PETAL_BLIZZARD,Sludge Bomb,SLUDGE_BOMB,Razor Leaf Fast,RAZOR_LEAF_FAST,Bullet Seed Fast,BULLET_SEED_FAST,FAMILY_SUNKERN,Sunkern,185,148,150,POKEMON_TYPE_GRASS,Grass,,,0.1,20,0.07,0.1,3.75,0.2,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.555,0.5,,,,,,,,,Sunkern,SUNKERN,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_SUN_STONE,Sun Stone,,,,,
193,Yanma,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.13,3,38,0.95,YANMA,1326,Ancient Power,ANCIENT_POWER,Aerial Ace,AERIAL_ACE,Silver Wind,SILVER_WIND,Quick Attack Fast,QUICK_ATTACK_FAST,Wing Attack Fast,WING_ATTACK_FAST,FAMILY_YANMA,Yanma,154,94,130,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_FLYING,Flying,0.1,20,0.1,0.3,5,0.2,0.25,0.2,2,1.6,0.2,Movement Electric,MOVEMENT_ELECTRIC,0.5,0.5,0.7,0.555,0.5,,,,,,,,,,,,,,,0.31578946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Wooper,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,3,8.5,1.48,WOOPER,596,Mud Bomb,MUD_BOMB,Dig,DIG,Body Slam,BODY_SLAM,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_WOOPER,Wooper,75,75,110,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_GROUND,Ground,0.05,20,0.1,0.4,3.375,0.15,1,0.1,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.3,0.555,0.5,Quagsire,QUAGSIRE,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Quagsire,1.3333,0.6667,1.6667,2,0,2,3,3,1.4,1.4,3,75,0.87,QUAGSIRE,1929,Sludge Bomb,SLUDGE_BOMB,Earthquake,EARTHQUAKE,Stone Edge,STONE_EDGE,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_WOOPER,Wooper,152,152,190,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_GROUND,Ground,0.05,20,0.07,0.15,4.5,0.5,1,0.1,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,Wooper,WOOPER,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Espeon,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.76,5,26.5,1.16,ESPEON,3000,Psybeam,PSYBEAM,Psychic,PSYCHIC,Futuresight,FUTURESIGHT,Confusion Fast,CONFUSION_FAST,Zen Headbutt Fast,ZEN_HEADBUTT_FAST,FAMILY_EEVEE,Eevee,261,194,130,POKEMON_TYPE_PSYCHIC,Psychic,,,0.1,20,0.05,,3.5625,0.22,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.4,0.555,0.5,,,,,,,,,Eevee,EEVEE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Umbreon,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,1,5,27,1.03,UMBREON,2052,Dark Pulse,DARK_PULSE,Foul Play,FOUL_PLAY,,,Feint Attack Fast,FEINT_ATTACK_FAST,Snarl Fast,SNARL_FAST,FAMILY_EEVEE,Eevee,126,250,190,POKEMON_TYPE_DARK,Dark,,,0.1,20,0.05,,3.5,0.22,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,0.4,0.555,0.5,,,,,,,,,Eevee,EEVEE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Murkrow,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,3,2.1,1.35,MURKROW,1392,Drill Peck,DRILL_PECK,Foul Play,FOUL_PLAY,Dark Pulse,DARK_PULSE,Peck Fast,PECK_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_MURKROW,Murkrow,175,87,120,POKEMON_TYPE_DARK,Dark,POKEMON_TYPE_FLYING,Flying,0.1,20,0.1,0.2,2.775,0.15,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.3,0.555,0.5,,,,,,,BUDDY_SHOULDER,Shoulder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Slowking,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,2,3,79.5,0.74,SLOWKING,2482,Blizzard,BLIZZARD,Psychic,PSYCHIC,Fire Blast,FIRE_BLAST,Water Gun Fast,WATER_GUN_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_SLOWPOKE,Slowpoke,177,194,190,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_PSYCHIC,Psychic,0.05,20,0.05,0.1,4.2,0.6,1,0.05,2,1.6,0.2,,,0.5,0.5,0.75,0.555,0.5,,,,,,,BUDDY_BIG,Big,Slowpoke,SLOWPOKE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_KINGS_ROCK,Kings Rock,,,,,
200,Misdreavus,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.63,3,1,1.22,MISDREAVUS,1781,Shadow Sneak,SHADOW_SNEAK,Dark Pulse,DARK_PULSE,Ominous Wind,OMINOUS_WIND,Astonish Fast,ASTONISH_FAST,Hex Fast,HEX_FAST,FAMILY_MISDREAVUS,Misdreavus,167,167,120,POKEMON_TYPE_GHOST,Ghost,,,0.1,20,0.07,0.3,3.75,0.28,0.6,0.15,1,1.6,0.2,Movement Psychic,MOVEMENT_PSYCHIC,0.5,0.5,0.45,0.555,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,0.24590164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Unown,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,5,5,1.35,UNOWN,1022,Struggle,STRUGGLE,,,,,Hidden Power Fast,HIDDEN_POWER_FAST,,,FAMILY_UNOWN,Unown,136,91,96,POKEMON_TYPE_PSYCHIC,Psychic,,,0.1,20,0.1,0.3,4.125,0.4,0.6,0.15,1.2,1.6,0.2,Movement Psychic,MOVEMENT_PSYCHIC,,,0.35,0.555,0.5,,,,,,,,,,,,,,,0.22222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Wobbuffet,1.3333,0.6667,1.6667,2,0,2,3,3,1.3,1.3,3,28.5,0.89,WOBBUFFET,1024,Mirror Coat,MIRROR_COAT,,,,,Counter Fast,COUNTER_FAST,Splash Fast,SPLASH_FAST,FAMILY_WOBBUFFET,Wobbuffet,60,106,380,POKEMON_TYPE_PSYCHIC,Psychic,,,0.05,20,0.07,0.25,4.3125,0.4,1,0.05,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,Wynaut,WYNAUT,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Girafarig,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.5,3,41.5,0.84,GIRAFARIG,1863,Psychic,PSYCHIC,Thunderbolt,THUNDERBOLT,Mirror Coat,MIRROR_COAT,Tackle Fast,TACKLE_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_GIRAFARIG,Girafarig,182,133,140,POKEMON_TYPE_NORMAL,Normal,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.07,0.3,4.5,0.32,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.85,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Pineco,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,5,7.2,1.25,PINECO,1045,Gyro Ball,GYRO_BALL,Rock Tomb,ROCK_TOMB,Sand Tomb,SAND_TOMB,Tackle Fast,TACKLE_FAST,Bug Bite Fast,BUG_BITE_FAST,FAMILY_PINECO,Pineco,108,146,100,POKEMON_TYPE_BUG,Bug,,,0.1,20,0.12,0.4,3,0.3,1,0.15,1.25,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.3,0.555,0.5,Forretress,FORRETRESS,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Forretress,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.2,5,125.8,0.92,FORRETRESS,2263,Heavy Slam,HEAVY_SLAM,Earthquake,EARTHQUAKE,Rock Tomb,ROCK_TOMB,Bug Bite Fast,BUG_BITE_FAST,Struggle Bug Fast,STRUGGLE_BUG_FAST,FAMILY_PINECO,Pineco,161,242,150,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_STEEL,Steel,0.1,20,0.07,0.15,4.7,0.6,0.9,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.9,0.555,0.5,,,,,,,BUDDY_BIG,Big,Pineco,PINECO,50,,,,0.32608697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Dunsparce,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.5,3,14,0.84,DUNSPARCE,1615,Dig,DIG,Rock Slide,ROCK_SLIDE,Drill Run,DRILL_RUN,Bite Fast,BITE_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_DUNSPARCE,Dunsparce,131,131,200,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.2,0.3,4.5,0.364,1,0.15,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Gligar,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.07,5,64.8,0.97,GLIGAR,1758,Dig,DIG,Aerial Ace,AERIAL_ACE,Night Slash,NIGHT_SLASH,Fury Cutter Fast,FURY_CUTTER_FAST,Wing Attack Fast,WING_ATTACK_FAST,FAMILY_GLIGAR,Gligar,143,204,130,POKEMON_TYPE_GROUND,Ground,POKEMON_TYPE_FLYING,Flying,0.1,20,0.07,0.2,4.125,0.3,0.75,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.6,0.555,0.5,,,,,,,,,,,,,,,0.10309278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Steelix,1.3333,0.6667,1.6667,2,0,2,3,3,9.19,7.26,5,400,0.43,STEELIX,2439,Earthquake,EARTHQUAKE,Heavy Slam,HEAVY_SLAM,Crunch,CRUNCH,Iron Tail Fast,IRON_TAIL_FAST,Dragon Tail Fast,DRAGON_TAIL_FAST,FAMILY_ONIX,Onix,148,333,150,POKEMON_TYPE_STEEL,Steel,POKEMON_TYPE_GROUND,Ground,0.1,20,0.05,0.1,6,1,1,,1.2,1.6,0.2,,,0.5,0.5,4,0.555,0.5,,,,,,,BUDDY_BIG,Big,Onix,ONIX,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_METAL_COAT,Metal Coat,,,,,
209,Snubbull,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.66,3,7.8,1.2,SNUBBULL,1124,Crunch,CRUNCH,Dazzling Gleam,DAZZLING_GLEAM,Brick Break,BRICK_BREAK,Tackle Fast,TACKLE_FAST,Bite Fast,BITE_FAST,FAMILY_SNUBBULL,Snubbull,137,89,120,POKEMON_TYPE_FAIRY,Fairy,,,0.2,20,0.1,0.4,4.125,0.25,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.45,0.555,0.5,Granbull,GRANBULL,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Granbull,1.3333,0.6667,1.6667,2,0,2,3,3,1.4,1.4,3,48.7,0.87,GRANBULL,2440,Crunch,CRUNCH,Play Rough,PLAY_ROUGH,Close Combat,CLOSE_COMBAT,Bite Fast,BITE_FAST,Snarl Fast,SNARL_FAST,FAMILY_SNUBBULL,Snubbull,212,137,180,POKEMON_TYPE_FAIRY,Fairy,,,0.2,20,0.08,0.15,4.5,0.45,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.25,0.75,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,Snubbull,SNUBBULL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Qwilfish,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,3,3.9,1.35,QWILFISH,1910,Aqua Tail,AQUA_TAIL,Ice Beam,ICE_BEAM,Sludge Wave,SLUDGE_WAVE,Poison Sting Fast,POISON_STING_FAST,Water Gun Fast,WATER_GUN_FAST,FAMILY_QWILFISH,Qwilfish,184,148,130,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_POISON,Poison,0.1,20,0.08,0.3,4.125,0.21,0.8,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.55,0.555,0.5,,,,,,,,,,,,,,,0.44444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Scizor,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,1.91,5,125,0.76,SCIZOR,2801,X Scissor,X_SCISSOR,Iron Head,IRON_HEAD,Night Slash,NIGHT_SLASH,Bullet Punch Fast,BULLET_PUNCH_FAST,Fury Cutter Fast,FURY_CUTTER_FAST,FAMILY_SCYTHER,Scyther,236,191,140,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_STEEL,Steel,0.1,20,0.05,0.05,4,0.5,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,Scyther,SCYTHER,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITEM_METAL_COAT,Metal Coat,,,,,
213,Shuckle,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,20.5,1.25,SHUCKLE,300,Rock Blast,ROCK_BLAST,Stone Edge,STONE_EDGE,Gyro Ball,GYRO_BALL,Struggle Bug Fast,STRUGGLE_BUG_FAST,Rock Throw Fast,ROCK_THROW_FAST,FAMILY_SHUCKLE,Shuckle,17,396,40,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_ROCK,Rock,0.1,20,0.07,0.3,3.75,0.2,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Heracross,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.5,3,54,0.84,HERACROSS,2938,Megahorn,MEGAHORN,Close Combat,CLOSE_COMBAT,Earthquake,EARTHQUAKE,Counter Fast,COUNTER_FAST,Struggle Bug Fast,STRUGGLE_BUG_FAST,FAMILY_HERACROSS,Heracross,234,189,160,POKEMON_TYPE_BUG,Bug,POKEMON_TYPE_FIGHTING,Fighting,0.2,20,0.09,0.3,5.25,0.4,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Sneasel,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,0.8,3,28,1.1,SNEASEL,1868,Avalanche,AVALANCHE,Ice Punch,ICE_PUNCH,Foul Play,FOUL_PLAY,Ice Shard Fast,ICE_SHARD_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_SNEASEL,Sneasel,189,157,110,POKEMON_TYPE_DARK,Dark,POKEMON_TYPE_ICE,Ice,0.2,20,0.07,0.2,3.42,0.25,1,0.2,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.42,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Teddiursa,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,8.8,1.25,TEDDIURSA,1184,Cross Chop,CROSS_CHOP,Crunch,CRUNCH,Play Rough,PLAY_ROUGH,Scratch Fast,SCRATCH_FAST,Lick Fast,LICK_FAST,FAMILY_TEDDIURSA,Teddiursa,142,93,120,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.2,0.5,4,0.3,1,0.15,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.35,0.555,0.5,Ursaring,URSARING,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Ursaring,1.3333,0.6667,1.6667,2,0,2,3,3,1.8,1.8,3,125.8,0.78,URSARING,2760,Close Combat,CLOSE_COMBAT,Hyper Beam,HYPER_BEAM,Play Rough,PLAY_ROUGH,Metal Claw Fast,METAL_CLAW_FAST,Counter Fast,COUNTER_FAST,FAMILY_TEDDIURSA,Teddiursa,236,144,180,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.07,0.15,3.15,0.5,1,0.15,1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Teddiursa,TEDDIURSA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Slugma,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.66,1,35,1.2,SLUGMA,750,Flame Burst,FLAME_BURST,Flame Charge,FLAME_CHARGE,Rock Slide,ROCK_SLIDE,Ember Fast,EMBER_FAST,Rock Throw Fast,ROCK_THROW_FAST,FAMILY_SLUGMA,Slugma,118,71,80,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.1,0.3,3.375,0.15,1,0.1,1.3,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.45,0.555,0.5,Magcargo,MAGCARGO,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Magcargo,1.3333,0.6667,1.6667,2,0,2,3,3,0.79,0.78,1,55,1.11,MAGCARGO,1543,Heat Wave,HEAT_WAVE,Overheat,OVERHEAT,Stone Edge,STONE_EDGE,Ember Fast,EMBER_FAST,Rock Throw Fast,ROCK_THROW_FAST,FAMILY_SLUGMA,Slugma,139,209,100,POKEMON_TYPE_FIRE,Fire,POKEMON_TYPE_ROCK,Rock,0.1,20,0.06,0.125,4.5,0.25,1,0.1,1.2,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,,,,,,,,,Slugma,SLUGMA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Swinub,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4,3,6.5,1.48,SWINUB,663,Icy Wind,ICY_WIND,Body Slam,BODY_SLAM,Rock Slide,ROCK_SLIDE,Tackle Fast,TACKLE_FAST,Powder Snow Fast,POWDER_SNOW_FAST,FAMILY_SWINUB,Swinub,90,74,100,POKEMON_TYPE_ICE,Ice,POKEMON_TYPE_GROUND,Ground,0.1,20,0.1,0.3,4.125,0.22,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.4,0.555,0.5,Piloswine,PILOSWINE,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Piloswine,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.1,3,55.8,0.96,PILOSWINE,2284,Avalanche,AVALANCHE,Bulldoze,BULLDOZE,Stone Edge,STONE_EDGE,Ice Shard Fast,ICE_SHARD_FAST,Powder Snow Fast,POWDER_SNOW_FAST,FAMILY_SWINUB,Swinub,181,147,200,POKEMON_TYPE_ICE,Ice,POKEMON_TYPE_GROUND,Ground,0.1,20,0.06,0.125,3.91875,0.6,1,0.15,0.9,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,Swinub,SWINUB,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Corsola,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,3,5,1.25,CORSOLA,1214,Rock Blast,ROCK_BLAST,Power Gem,POWER_GEM,Bubble Beam,BUBBLE_BEAM,Tackle Fast,TACKLE_FAST,Bubble Fast,BUBBLE_FAST,FAMILY_CORSOLA,Corsola,118,156,110,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_ROCK,Rock,0.1,20,0.12,0.3,2.9925,0.25,1,0.15,1,1.6,0.2,,,0.25,0.75,0.37,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Remoraid,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.55,1,12,1.29,REMORAID,749,Aurora Beam,AURORA_BEAM,Water Pulse,WATER_PULSE,Rock Blast,ROCK_BLAST,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_REMORAID,Remoraid,127,69,70,POKEMON_TYPE_WATER,Water,,,0.1,20,0.1,0.5,2.5,0.15,0.55,0.15,1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.32,0.555,0.5,Octillery,OCTILLERY,,,,50,,,,,,,,,0.3875969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
